-64.5,-30.2999992370605,1.5,2.65595889091492
-64.0042190551758,-29.0441703796387,1.5,2.65596199035645
-63.5448570251465,-27.8805751800537,1.5,2.65596199035645
-63.0851173400879,-26.7159957885742,1.5,2.65596199035645
-62.6255760192871,-25.551908493042,1.5,2.65596199035645
-62.1644973754883,-24.3839168548584,1.5,2.65596199035645
-61.7033004760742,-23.2156715393066,1.5,2.65596199035645
-61.2441482543945,-22.0525722503662,1.5,2.65596199035645
-60.7828063964844,-20.8838977813721,1.5,2.65596199035645
-60.322322845459,-19.7174587249756,1.5,2.65596199035645
-59.861888885498,-18.5511531829834,1.5,2.65596079826355
-59.4012298583984,-17.3842220306396,1.5,2.65596127510071
-58.941478729248,-16.2196159362793,1.5,2.65596079826355
-58.4800033569336,-15.0506134033203,1.5,2.65596079826355
-58.0198097229004,-13.8849086761475,1.5,2.65596079826355
-57.5594100952148,-12.7186136245728,1.5,2.65596079826355
-57.0998115539551,-11.5544395446777,1.5,2.65596079826355
-56.6393280029297,-10.3879413604736,1.5,2.65596008300781
-56.1801643371582,-9.2248477935791,1.5,2.65596008300781
-55.7210311889648,-8.06174087524414,1.5,2.65596008300781
-55.2605476379395,-6.89531469345093,1.5,2.65595984458923
-54.8004150390625,-5.72969150543213,1.5,2.65595984458923
-54.3400192260742,-4.56342744827271,1.5,2.65595960617065
-53.8795623779297,-3.39701080322266,1.5,2.65595960617065
-53.4190483093262,-2.23048734664917,1.5,2.65595936775208
-52.9583625793457,-1.06352043151855,1.5,2.65595936775208
-52.4992446899414,0.0994854643940926,1.5,2.6559591293335
-52.0395927429199,1.26387453079224,1.5,2.65595889091492
-51.5796661376953,2.42889857292175,1.5,2.65595889091492
-51.1200714111328,3.59310173988342,1.5,2.65595865249634
-50.6594543457031,4.75991439819336,1.5,2.65595841407776
-50.1994171142578,5.92524337768555,1.5,2.65595841407776
-49.7400779724121,7.08884382247925,1.5,2.65595841407776
-49.2790451049805,8.25672435760498,1.5,2.65595817565918
