-32.31,14.7,31.2
-30.3,14.7,40.4
-25.3,14.7,48.9
2.86,8.81,55.6
1.21,4.41,85.43
42.04,6.76,88.71
43.05,6.24,76.26
22.86,6.82,71.04
28.83,13.54,36.72
-32.31,14.7,31.2
