-64.5,1.5,-30.3
-29.8,1.5,57.6
0,1.5,61.2
-1,1.5,88.4
44.7,1.5,93.5
47.1,1.5,73.5
27,1.5,67.1
37.7,1.5,-14.5
8.1,1.5,-18.4
6.1,1.5,0.4
-2.8,1.5,-0.7
-2.1,1.5,-21.8
-64.5,1.5,-30.3
