1 48859U 21054A   24218.52580351 -.00000110  00000-0  00000+0 0  9994,2 48859  55.3654 359.7622 0016786 218.6735 194.4760  2.00555342 23099
1 46826U 20078A   24218.21342087  .00000028  00000-0  00000+0 0  9996,2 46826  54.1642 238.4154 0048432 198.4719 165.3687  2.00560417 27849
1 45854U 20041A   24217.91631641 -.00000051  00000-0  00000+0 0  9996,2 45854  56.1645  55.5129 0045330 192.9351 339.2153  2.00572899 30367
1 44506U 19056A   24217.82463845 -.00000111  00000-0  00000-0 0  9990,2 44506  55.8395 358.1612 0044985 189.3111 341.6984  2.00572526 36403
1 43873U 18109A   24218.21247323 -.00000018  00000-0  00000+0 0  9994,2 43873  55.3137 119.0906 0029632 193.4819 353.5854  2.00558340 41368
1 41328U 16007A   24218.30096269 -.00000018  00000-0  00000+0 0  9993,2 41328  55.1434 116.4991 0079967 238.7792 120.4830  2.00559558 62228
1 41019U 15062A   24217.22319670 -.00000047  00000-0  00000-0 0  9997,2 41019  56.4421  57.2200 0096428 224.5618 134.7243  2.00562669 64158
1 40730U 15033A   24217.66184871 -.00000044  00000-0  00000-0 0  9992,2 40730  54.5526 295.0775 0094430  19.7736 340.6589  2.00564624 66322
1 40534U 15013A   24217.49994885  .00000032  00000-0  00000-0 0  9993,2 40534  53.3300 232.3944 0088950  29.8821 330.6621  2.00562676 68154
1 40294U 14068A   24217.86876174 -.00000048  00000-0  00000-0 0  9994,2 40294  56.4630  57.3413 0055031  64.1456 296.4889  2.00563080 71545
1 40105U 14045A   24216.49859539 -.00000036  00000-0  00000-0 0  9991,2 40105  54.9491 115.7179 0027347 114.7370 245.5856  2.00569695 72388
1 39741U 14026A   24217.40315314 -.00000111  00000-0  00000-0 0  9998,2 39741  56.7077 358.0011 0031001 315.1518  44.5950  2.00564943 74860
1 39533U 14008A   24217.62298062 -.00000006  00000-0  00000-0 0  9994,2 39533  53.6021 177.0951 0073393 221.2317 138.1701  2.00571323 76013
1 39166U 13023A   24218.12304968 -.00000047  00000-0  00000+0 0  9995,2 39166  55.0694 296.6097 0123742  45.0524 316.0115  2.00562703 82219
1 38833U 12053A   24217.26322203 -.00000013  00000-0  00000-0 0  9997,2 38833  53.5195 171.5055 0154420  56.4757 304.9438  2.00559426 85769
1 37753U 11036A   24217.82068380 -.00000110  00000-0  00000-0 0  9990,2 37753  56.7618 358.4702 0129084  58.6546 310.1523  2.00570798 95611
1 36585U 10022A   24217.43351708  .00000035  00000-0  00000-0 0  9997,2 36585  54.4316 236.0512 0114291  61.9721 325.2103  2.00553913103924
1 35752U 09043A   24217.81188935 -.00000053  00000-0  00000-0 0  9996,2 35752  55.7144  54.3502 0057198  73.9668 107.3729  2.00566506109692
1 32711U 08012A   24217.58211543 -.00000005  00000-0  00000-0 0  9996,2 32711  54.4529 177.1209 0189051 239.6507 118.4265  2.00569504120087
1 32384U 07062A   24217.72327840 -.00000054  00000-0  00000-0 0  9994,2 32384  55.5974 301.4341 0029122 155.3201  17.6577  2.00577477121844
1 32260U 07047A   24217.66433661 -.00000027  00000-0  00000-0 0  9992,2 32260  53.6305 108.2412 0157297  76.3813 285.4224  2.00561628123142
1 29601U 06052A   24217.36119051  .00000036  00000-0  00000-0 0  9992,2 29601  55.1195 241.0586 0084293  83.4928 277.5238  2.00570488129732
1 29486U 06042A   24216.67697240 -.00000007  00000-0  00000-0 0  9995,2 29486  54.6799 178.4058 0104001  39.3163 131.6139  2.00552957130705
1 28874U 05038A   24217.30805733 -.00000053  00000-0  00000-0 0  9999,2 28874  55.4573 300.5814 0136912 284.4650  81.2630  2.00552224138163
1 28474U 04045A   24217.76694955 -.00000113  00000-0  00000-0 0  9991,2 28474  55.4187 352.2673 0162299 293.5953  66.0793  2.00561795144768
1 28190U 04009A   24217.34322303 -.00000058  00000-0  00000-0 0  9993,2 28190  55.4116 303.1170 0098695 150.7721 217.1547  2.00557992149278
1 27704U 03010A   24217.71439553 -.00000114  00000-0  00000-0 0  9994,2 27704  55.0894 351.8340 0253457 328.7455   7.3039  2.00564849156436
1 27663U 03005A   24217.78046279  .00000032  00000-0  00000-0 0  9996,2 27663  55.0876 242.0609 0136607  47.4716 119.5400  2.00572098157648
1 26605U 00071A   24217.60406867 -.00000024  00000-0  00000-0 0  9997,2 26605  55.2877 121.8981 0156220 260.2903 288.3934  2.00570759173848
1 26360U 00025A   24218.25463084 -.00000066  00000-0  00000+0 0  9995,2 26360  54.7067  46.8823 0038354 215.1657 315.1999  2.00575414177605
1 24876U 97035A   24217.63955803 -.00000023  00000-0  00000+0 0  9991,2 24876  55.6833 125.2381 0082250  53.1106 307.6670  2.00565738198085
